Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME,CURRENT_AGE,TOTAL_CONDITIONS,TOTAL_ENCOUNTER,ASTHMA_REASON_ENCOUNTER,SYMPTOM_ENCOUNTER,EMERGENCY_ENCOUNTER,URGENT_CARE_ENCOUNTER,ASTHMA_FU_ENCOUNTER,Measurement_avg pm25_2017,Measurement_avg pm25_2018,Measurement_avg pm25_2019,Measurement_avg pm25_2020,Measurement_avg pm25_2021,Measurement_avg pm25_2022,Measurement_avg pm25_2023,Measurement_avg pm25_2024,IS_SEVERE,HIGH_POLLUTION
5ba59581-2a0a-082c-8451-336532d58c4a,2016-10-14,,999-62-3607,,,,Sam879,Swift555,,,,white,nonhispanic,M,Berkley  Massachusetts  US,520 Lueilwitz Spur,Walpole,Massachusetts,Norfolk County,25021.0,2081,42.10741626255193,-71.29409279596007,18604.98,0.0,59809,8.0,5,28,5,5,,,3.0,11.6453125,10.545312499999998,9.6453125,9.045312499999998,9.8453125,9.045312499999998,8.845312499999999,7.645312499999999,True,True
246b0eb0-bdf1-cc61-4557-1e0c8153b8c5,2014-05-22,,999-40-7156,,,,Mariano761,Anderson154,,,,white,nonhispanic,M,Worcester  Massachusetts  US,270 Davis Lodge Suite 33,Hanson,Massachusetts,Plymouth County,25023.0,2341,42.018583194225016,-70.83922970108863,2761.45,197334.37,17525,10.0,6,60,4,9,1.0,3.0,2.0,9.805,8.805,8.004999999999999,7.604999999999999,8.105,7.405,7.205,6.205,False,False
5dbfa02c-77de-e781-f9c5-cfb07bd79864,2017-02-02,,999-40-7279,,,,Arletta663,Harvey63,,,,white,nonhispanic,F,Worcester  Massachusetts  US,1064 Champlin Rue,New Bedford,Massachusetts,Bristol County,25005.0,2745,41.55004789727371,-70.95577976898622,13711.7,0.0,120344,7.0,3,22,3,2,,,2.0,9.342797619047618,8.742797619047618,7.842797619047618,7.442797619047619,8.042797619047619,7.142797619047618,7.142797619047618,6.242797619047618,False,False
e2cbc5ea-1900-22ae-2cf8-2b9decdb096a,2016-02-16,,999-38-7717,,,,Magaly973,Little434,,,,white,nonhispanic,F,Boston  Massachusetts  US,403 Rolfson Bypass,Attleboro,Massachusetts,Bristol County,44007.0,2861,41.88937758933292,-71.26967574007534,2651.37,17745.89,14023,8.0,7,32,2,6,1.0,3.0,1.0,9.771249999999998,9.07125,8.07125,7.57125,8.471250000000001,7.47125,7.371249999999999,6.47125,False,False
51a9b2de-d556-3219-f25b-9da150f51a23,2017-11-06,,999-28-6756,,,,Dong972,Padberg411,,,,white,nonhispanic,M,Brockton  Massachusetts  US,1068 Boyle Rapid Apt 4,Worcester,Massachusetts,Worcester County,25027.0,1605,42.23526813985642,-71.7517329479813,11434.48,5363.52,59249,7.0,6,26,1,4,1.0,3.0,,10.227619047619047,9.427619047619048,8.427619047619048,7.827619047619047,8.727619047619047,7.927619047619048,7.927619047619048,7.127619047619048,False,True
c7cf00e4-a91c-2631-4458-62ab4a066348,2017-03-11,,999-51-9392,,,,Robert854,Gaylord332,,,,white,nonhispanic,M,Falmouth  Massachusetts  US,320 Klocko Esplanade,Worcester,Massachusetts,Worcester County,25027.0,1607,42.256487226934986,-71.84063144280078,1700.0,13685.48,24468,7.0,5,22,5,2,,,3.0,10.227619047619047,9.427619047619048,8.427619047619048,7.827619047619047,8.727619047619047,7.927619047619048,7.927619047619048,7.127619047619048,True,True
96402720-8b9c-7c46-cb11-a891548571cd,2015-11-10,,999-17-7713,,,,Thurman577,Senger904,,,,white,nonhispanic,M,Beverly  Massachusetts  US,891 Kreiger Village Unit 49,Grafton,Massachusetts,Worcester County,,0,42.257525001664575,-71.67358385272661,17667.42,26263.07,840034,9.0,7,35,5,6,3.0,1.0,3.0,10.445,9.645,8.545000000000002,8.045000000000002,8.945,8.145,8.045000000000002,7.1450000000000005,True,True
f30344aa-c80b-5419-ca51-055451d31fa3,2017-07-16,,999-53-5309,,,,Sanford861,Gaylord332,,,,white,nonhispanic,M,Westfield  Massachusetts  US,230 Doyle Byway Unit 44,Oak Bluffs,Massachusetts,Dukes County,,0,41.44708098705237,-70.59123845394535,12864.05,0.0,66750,7.0,2,23,6,3,,,4.0,9.253571428571428,9.353571428571428,8.553571428571429,8.253571428571428,8.653571428571428,7.953571428571427,7.953571428571427,7.1535714285714285,True,True
48757052-c64e-4eca-6d2e-c7420d5cce5f,2013-10-16,,999-19-3318,,,,Gabriele201,Farrell962,,,,white,nonhispanic,F,Norton  Massachusetts  US,231 Hammes Parade Unit 72,Lexington,Massachusetts,Middlesex County,25017.0,2420,42.47534425915868,-71.17657280899526,19789.7,23782.18,707721,11.0,9,43,5,7,3.0,6.0,3.0,11.413636363636364,10.113636363636363,9.313636363636364,8.813636363636363,9.413636363636364,8.713636363636363,8.313636363636363,7.413636363636363,True,True
4d8febf2-4abb-1d1a-5cf0-2e744ad2fb50,2013-10-11,,999-48-1875,,,,Kristin64,Torp761,,,,white,nonhispanic,F,Lowell  Massachusetts  US,230 Johnston Vista Suite 93,Abington,Massachusetts,Plymouth County,25023.0,2351,42.10047895641896,-70.9415544495878,19590.08,7253.58,60847,11.0,4,34,6,5,2.0,3.0,4.0,10.730194805194804,9.430194805194803,8.730194805194804,8.230194805194804,8.730194805194804,7.930194805194805,7.730194805194804,6.530194805194805,True,False
adac31c8-8969-4128-f58f-097b154ffb18,2018-07-21,,999-21-3296,,,,Carlene772,Dickens475,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,489 Rohan Meadow Apt 42,Salem,Massachusetts,Essex County,25009.0,1970,42.49979050016306,-70.92816576469276,10848.09,16724.01,85965,6.0,4,29,1,7,1.0,2.0,,9.4125,8.4125,7.6125,7.212499999999999,8.0125,7.212499999999999,6.9125000000000005,5.9125000000000005,False,False
948dfbc5-f9ae-46e5-82ae-e4c3c5dcd748,2015-01-14,,999-39-2957,,,,Jacobo456,Carreón894,,,,asian,hispanic,M,Mexico City  Mexico City  MX,841 Medhurst Pathway,Grafton,Massachusetts,Worcester County,,0,42.20109784095461,-71.69065051669772,24685.94,795.41,165692,9.0,3,34,3,6,1.0,3.0,2.0,10.445,9.645,8.545000000000002,8.045000000000002,8.945,8.145,8.045000000000002,7.1450000000000005,False,True
f15044a7-8231-603e-daa3-35705ac8e5de,2017-05-11,,999-90-8474,,,,Jenee387,DuBuque211,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,784 Dickinson Throughway,Needham,Massachusetts,Norfolk County,25021.0,2494,42.27730901390839,-71.27674998642559,12776.5,18239.94,101211,7.0,6,35,3,9,2.0,2.0,2.0,10.713392857142855,9.513392857142858,8.713392857142857,8.213392857142857,8.813392857142858,8.013392857142858,7.713392857142856,6.513392857142857,False,False
9775a079-f8b8-085c-4aac-fbb2c5b7b989,2016-04-22,,999-86-9845,,,,Madeleine482,Bernhard322,,,,white,nonhispanic,F,Worcester  Massachusetts  US,992 Fritsch Trailer Suite 26,Boston,Massachusetts,Suffolk County,25025.0,2132,42.38084409432391,-71.08053531387839,6522.19,21365.43,28222,8.0,3,34,7,6,1.0,1.0,3.0,11.911481910946195,10.511481910946197,9.711481910946196,9.311481910946195,9.911481910946195,8.911481910946197,8.611481910946196,7.311481910946196,True,True
55b66edd-737f-79bd-102f-d4f38ed4fe8d,2015-08-29,,999-21-2791,,,,Joann92,Kemmer137,,,,white,nonhispanic,F,Westfield  Massachusetts  US,412 Bayer Ramp,Bourne,Massachusetts,Barnstable County,25001.0,2532,41.70206734038906,-70.61718004868463,15917.61,11182.37,74124,9.0,6,32,3,6,2.0,1.0,2.0,8.35,7.950000000000001,7.050000000000001,6.75,7.15,6.449999999999999,6.35,5.550000000000001,False,False
08c0ae1d-2541-7fcd-b481-c8172bb70f32,2013-11-16,,999-64-5593,,,,Raul814,Botsford977,,,,white,nonhispanic,M,North Adams  Massachusetts  US,891 Jacobi Way Apt 68,Rowley,Massachusetts,Essex County,25009.0,1969,42.72100899956367,-70.87873030955375,14860.45,7689.84,167393,11.0,10,34,3,8,,2.0,2.0,9.2225,8.4225,7.722499999999999,7.222499999999999,8.122499999999999,7.5225,7.222499999999999,6.2225,False,False
dd448f25-8e70-5d0a-cf00-68744789d564,2018-03-26,,999-82-5481,,,,María Elena653,Alvarado520,,,,black,hispanic,F,San Salvador  El Salvador  SV,259 Schimmel Row Unit 3,Chicopee,Massachusetts,Hampden County,25013.0,1020,42.19031387644955,-72.60097265912353,16774.37,1678.47,73963,6.0,5,29,2,5,1.0,4.0,1.0,10.497727272727271,9.697727272727272,8.397727272727273,7.897727272727272,9.197727272727272,7.997727272727272,7.997727272727272,7.397727272727272,False,True
8c676930-bf73-bde0-4efb-a130c64fda17,2014-06-01,,999-63-9063,,,,Birdie301,Block661,,,,black,nonhispanic,F,Springfield  Massachusetts  US,119 Olson Vista Apt 47,Boston,Massachusetts,Suffolk County,25025.0,2126,42.31877576742138,-71.00851334057492,12162.25,5432.04,345000,10.0,3,30,4,6,,3.0,3.0,11.911481910946195,10.511481910946197,9.711481910946196,9.311481910946195,9.911481910946195,8.911481910946197,8.611481910946196,7.311481910946196,False,True
a8f47b70-4707-d5e3-b3e3-b40c74cfc220,2016-04-05,,999-86-6187,,,,Ariel183,Emmerich580,,,,white,nonhispanic,M,Southborough  Massachusetts  US,149 Weimann Viaduct Apt 9,Framingham,Massachusetts,Middlesex County,25017.0,1702,42.2900829227976,-71.45956374215683,3255.03,18441.83,12983,8.0,6,33,4,5,2.0,3.0,3.0,11.332122564935064,10.332122564935064,9.432122564935066,8.832122564935064,9.632122564935065,8.932122564935066,8.732122564935064,7.832122564935065,False,True
1c70a953-b089-8f56-4a29-a59cd24a49c5,2018-01-03,,999-22-4685,,,,Benito209,Smitham825,,,,black,nonhispanic,M,Middleton  Massachusetts  US,811 Wilkinson Mews,Paxton,Massachusetts,Worcester County,,0,42.35687335245571,-71.95090405490367,4296.41,19870.94,132249,6.0,3,27,1,3,2.0,,,8.5125,7.9125,6.9125000000000005,6.3125,7.0125,6.4125000000000005,6.4125000000000005,5.6125,False,False
e4405e18-2574-cdfc-cf97-32f7302dc1bd,2012-05-13,,999-18-9812,,,,Dong972,Fisher429,,,,white,nonhispanic,M,Natick  Massachusetts  US,753 Kreiger Bridge Unit 13,Attleboro,Massachusetts,Bristol County,44007.0,2861,41.88980048491455,-71.27925375221058,4739.36,227579.02,17580,12.0,4,49,4,5,3.0,2.0,2.0,9.771249999999998,9.07125,8.07125,7.57125,8.471250000000001,7.47125,7.371249999999999,6.47125,False,False
b9a499b6-17b1-01c4-190b-39727bb4b346,2012-06-02,,999-78-8840,,,,Damian46,Hintz995,,,,white,nonhispanic,M,Canton  Massachusetts  US,651 Pfannerstill Estate Suite 14,Randolph,Massachusetts,Norfolk County,25021.0,2368,42.18769690152645,-71.02803120186047,3836.91,71026.51,3174,12.0,7,30,4,5,1.0,1.0,3.0,10.65,9.45,8.65,8.15,8.75,7.85,7.550000000000001,6.25,False,False
46896559-399a-5651-ace8-344617838e83,2013-12-01,,999-34-9841,,,,Lillian593,Roberts511,,,,white,nonhispanic,F,Leicester  Massachusetts  US,809 Kovacek Neck Suite 84,Gloucester,Massachusetts,Essex County,25009.0,1930,42.66316256539422,-70.71246125519617,31385.03,136254.27,75640,10.0,2,46,8,4,,,6.0,9.09625,8.59625,7.89625,7.49625,8.09625,7.596249999999999,7.39625,6.49625,True,False
27ab3380-4e91-2337-ec18-a1ad7c686ecd,2013-02-27,,999-29-6141,,,,Miles206,Bernhard322,,,,white,nonhispanic,M,Westfield  Massachusetts  US,482 Armstrong Orchard,Clinton,Massachusetts,Worcester County,25027.0,1510,42.42733114016211,-71.6601560030338,20850.84,0.0,106212,11.0,4,24,3,5,1.0,,2.0,9.069805194805197,8.269805194805194,7.269805194805194,6.769805194805194,7.469805194805195,6.869805194805194,6.769805194805194,6.169805194805194,False,False
fb8bf02e-4e05-c192-9fb7-76167eb168f7,2016-12-13,,999-27-4950,,,,Kaylene27,Gusikowski974,,,,white,nonhispanic,F,Norwood  Massachusetts  US,364 McDermott Ramp Unit 59,Methuen,Massachusetts,Essex County,25009.0,1841,42.780491586293394,-71.21320020103192,15039.41,254.3,88665,7.0,4,26,5,4,1.0,,4.0,11.707142857142856,10.607142857142858,9.707142857142856,9.207142857142856,10.107142857142858,9.507142857142858,9.107142857142858,8.407142857142857,True,True
5d1c7721-83f5-ffaa-4826-fad7699935ab,2012-11-13,,999-16-5441,,,,Emil691,Rogahn59,,,,black,nonhispanic,M,Ashfield  Massachusetts  US,181 Wiegand Byway Apt 96,Charlton,Massachusetts,Worcester County,,0,42.10179210712024,-71.97662156056252,37338.27,10184.74,88508,12.0,6,34,5,5,2.0,2.0,3.0,9.813636363636364,9.113636363636363,8.013636363636364,7.413636363636363,8.213636363636363,7.513636363636364,7.613636363636363,6.713636363636363,True,False
8e254b54-fc69-270b-9ba1-f93b5771a80c,2017-06-23,,999-90-4310,,,,Kenneth671,Wyman904,,,,white,nonhispanic,M,Marshfield  Massachusetts  US,179 Renner Brook Apt 19,Pittsfield,Massachusetts,Berkshire County,25003.0,1201,42.44435360142199,-73.28352119150622,2876.83,15752.38,6387,7.0,7,34,3,7,2.0,2.0,2.0,8.681818181818182,8.281818181818181,7.381818181818182,6.9818181818181815,7.481818181818181,6.881818181818182,6.881818181818182,6.9818181818181815,False,False
f133dd8f-4483-65ff-17b6-9417f1c17d3d,2018-06-19,,999-59-1845,,,,Vernia453,Kerluke267,,,,white,nonhispanic,F,Princeton  Massachusetts  US,279 Lubowitz Green Suite 79,Harwich,Massachusetts,Barnstable County,,0,41.71420030599349,-70.0856250904187,13286.7,455.55,72378,6.0,5,23,1,4,,2.0,,7.186071428571427,7.186071428571427,6.486071428571428,6.086071428571428,6.386071428571428,5.786071428571428,5.686071428571428,5.086071428571428,False,False
d17ee352-c7b4-f350-95d0-d575ce76e253,2012-12-26,,999-11-7823,,,,Sherika987,Gleason633,,,,black,nonhispanic,F,Boston  Massachusetts  US,536 Larson Union,Lowell,Massachusetts,Middlesex County,25017.0,1851,42.63087130630485,-71.33220703018875,3300.0,26375.91,21884,11.0,3,25,4,4,1.0,3.0,2.0,10.687624950806768,9.587624950806768,8.587624950806768,8.187624950806768,8.887624950806769,8.28762495080677,7.987624950806769,7.387624950806769,False,True
e36a5ee3-1982-d172-7ebd-a705ba150ade,2015-07-27,,999-21-7797,,,,Alyce744,Daniel959,,,,white,hispanic,F,Wayland  Massachusetts  US,720 Pacocha Extension,Marlborough,Massachusetts,Middlesex County,25017.0,1752,42.3965944269153,-71.5645942595533,12815.49,7258.1,86473,9.0,5,27,3,4,1.0,2.0,2.0,10.770652173913044,9.770652173913044,8.870652173913044,8.270652173913044,9.070652173913045,8.470652173913043,8.270652173913044,7.570652173913043,False,True
e81a8f24-0b60-91c4-520a-8f02827147a4,2014-03-03,,999-72-9213,,,,Tesha491,Davis923,,,,white,nonhispanic,F,Wendell  Massachusetts  US,409 Champlin Crossing Apt 87,New Bedford,Massachusetts,Bristol County,25005.0,2740,41.61425184792104,-70.92187577185804,7295.12,28853.24,74068,10.0,5,43,3,8,1.0,5.0,1.0,9.342797619047618,8.742797619047618,7.842797619047618,7.442797619047619,8.042797619047619,7.142797619047618,7.142797619047618,6.242797619047618,False,False
7e81a1da-89ce-6a13-7ea6-6d6b9c4ab8c8,2018-08-18,,999-59-2297,,,,Daniell603,Klocko335,,,,white,nonhispanic,F,Everett  Massachusetts  US,576 Wolff Knoll,Amherst,Massachusetts,Hampshire County,,0,42.38350867022746,-72.50647675738821,12471.76,10023.72,27842,6.0,10,35,4,8,1.0,5.0,3.0,10.740934065934066,9.940934065934066,8.840934065934066,8.340934065934066,9.440934065934066,8.540934065934065,8.440934065934066,8.140934065934065,False,True
cb005b44-1722-e992-c53a-1cd1ac439c67,2013-10-08,,999-85-4963,,,,Kerry175,Steuber698,,,,asian,nonhispanic,M,Amherst Center  Massachusetts  US,700 Swaniawski Drive Apt 14,North Brookfield,Massachusetts,Worcester County,25027.0,1535,42.28314188037436,-72.07306578544022,3100.0,30750.82,2697,11.0,5,31,5,8,2.0,1.0,4.0,9.413636363636364,8.813636363636363,7.813636363636363,7.213636363636363,8.013636363636364,7.413636363636363,7.413636363636363,6.613636363636363,True,False
1b059295-6571-6194-8ade-c7337e234e53,2018-02-18,,999-60-5559,,,,Randall756,Bergnaum523,,,,white,nonhispanic,M,Maynard  Massachusetts  US,198 Nikolaus Tunnel Apt 30,Upton,Massachusetts,Worcester County,25027.0,1568,42.17746853652996,-71.62220272811795,15939.01,0.0,96307,6.0,5,24,1,3,2.0,1.0,,9.923863636363636,9.123863636363636,8.123863636363637,7.523863636363636,8.423863636363636,7.623863636363637,7.623863636363637,6.6238636363636365,False,False
8b5b7355-0384-edbf-a138-a9a2e1f482ee,2016-11-03,,999-53-3296,,,,Lionel365,Barrows492,,,,white,nonhispanic,M,Boston  Massachusetts  US,1067 Adams Lodge Apt 94,Fitchburg,Massachusetts,Worcester County,25027.0,1420,42.58023476880245,-71.84799938971662,1710.0,15808.21,23912,8.0,5,31,2,4,1.0,,1.0,9.968579545454546,9.268579545454545,8.368579545454546,7.868579545454545,8.268579545454545,7.868579545454545,7.768579545454545,7.468579545454546,False,False
8c9ec3bc-0296-7ea7-4e5c-8b2ae6954b27,2017-05-05,,999-25-3658,,,,Kasha638,Jerde200,,,,white,nonhispanic,F,Methuen  Massachusetts  US,1021 Grimes Stravenue,Lowell,Massachusetts,Middlesex County,25017.0,1851,42.65481454280155,-71.32696231042746,10368.2,9500.57,32851,7.0,4,22,1,5,,1.0,,10.687624950806768,9.587624950806768,8.587624950806768,8.187624950806768,8.887624950806769,8.28762495080677,7.987624950806769,7.387624950806769,False,True
e4465e5d-28f5-92fb-98a0-1739575439e2,2017-06-23,,999-14-6396,,,,Freddie621,Herman763,,,,white,nonhispanic,M,Mansfield  Massachusetts  US,164 Jacobson Boulevard,Sandwich,Massachusetts,Barnstable County,25001.0,2563,41.7237403996023,-70.47792548552272,13292.74,30316.84,147759,7.0,6,37,3,6,5.0,3.0,2.0,8.332142857142857,8.032142857142857,7.132142857142856,6.832142857142857,7.232142857142858,6.532142857142857,6.432142857142857,5.732142857142858,False,False
49fcf7ac-94b5-2b6d-c6d4-15963fe838f1,2014-07-25,,999-79-5423,,,,Ossie995,Mosciski958,,,,white,nonhispanic,F,Lexington  Massachusetts  US,467 Gleichner Center Suite 68,Boston,Massachusetts,Suffolk County,25025.0,2124,42.37533664239199,-71.19482887534251,9815.82,63951.19,82746,10.0,4,36,6,5,6.0,1.0,5.0,11.911481910946195,10.511481910946197,9.711481910946196,9.311481910946195,9.911481910946195,8.911481910946197,8.611481910946196,7.311481910946196,True,True
d31b2535-2a2d-51d5-048d-0c0e4bf67242,2012-10-26,,999-80-5632,,,,Tressa150,Miller503,,,,black,nonhispanic,F,Webster  Massachusetts  US,679 Keebler View Suite 95,Wilmington,Massachusetts,Middlesex County,25017.0,1887,42.584728066021576,-71.12089710479098,32238.17,3585.38,152336,12.0,7,39,4,9,2.0,4.0,3.0,10.514772727272728,9.314772727272729,8.414772727272727,8.014772727272728,8.714772727272727,8.014772727272728,7.614772727272727,6.814772727272727,False,False
d40c2e8e-12a6-10b0-7fbb-2ffaad441d03,2013-12-20,,999-52-8634,,,,Georgene966,Emard19,,,,white,nonhispanic,F,Truro  Massachusetts  US,165 Doyle Haven Suite 22,Springfield,Massachusetts,Hampden County,25013.0,1105,42.0155274896532,-72.60900395663147,3180.04,28971.56,15082,10.0,10,35,4,6,1.0,4.0,2.0,10.908357771260995,10.008357771260998,8.708357771260998,8.108357771260998,9.608357771260998,8.308357771260997,8.308357771260997,7.708357771260997,False,True
4e051dcb-1c3c-7d2c-f812-b928c00b044f,2015-03-15,,999-14-1161,,,,Dudley365,Kulas532,,,,white,nonhispanic,M,Peabody  Massachusetts  US,434 Brekke Park Apt 84,Quincy,Massachusetts,Norfolk County,25021.0,2186,42.2374630689221,-71.12899787703275,31307.78,429.89,68365,9.0,5,41,5,8,2.0,4.0,3.0,11.992534090909093,10.69253409090909,9.892534090909091,9.492534090909093,10.09253409090909,9.09253409090909,8.79253409090909,7.492534090909091,True,True
ea2322da-2eef-bc29-eaa8-0f8a91f78b0d,2018-01-01,,999-37-5962,,,,Ethel888,Steuber698,,,,white,nonhispanic,F,Pittsfield  Massachusetts  US,381 Witting Burg Apt 19,Marlborough,Massachusetts,Middlesex County,25017.0,1752,42.38235370151202,-71.57095815887645,21675.68,25349.16,43885,6.0,10,36,4,6,3.0,3.0,2.0,10.770652173913044,9.770652173913044,8.870652173913044,8.270652173913044,9.070652173913045,8.470652173913043,8.270652173913044,7.570652173913043,False,True
09338122-a898-8fe8-11c7-5d7eda7c3e2d,2013-06-04,,999-97-6648,,,,Tracy345,Tremblay80,,,,asian,nonhispanic,M,Quincy  Massachusetts  US,331 Cormier Club Apt 50,Bedford,Massachusetts,Middlesex County,25017.0,1730,42.486122765282616,-71.30633297486344,15142.94,9833.4,702981,11.0,4,38,5,11,1.0,1.0,4.0,11.013636363636364,9.913636363636364,9.013636363636364,8.513636363636364,9.113636363636363,8.513636363636364,8.113636363636363,7.413636363636363,True,True
63a8ffe7-6a55-5267-bd95-b44bac4776c6,2016-12-31,,999-84-7866,,,,Christoper325,Rowe323,,,,white,nonhispanic,M,Newton  Massachusetts  US,327 Kulas Boulevard Unit 13,Medford,Massachusetts,Middlesex County,25017.0,2145,42.46438539203251,-71.14037936954907,9368.38,3045.26,192967,7.0,3,24,3,3,,,2.0,11.195535714285716,9.995535714285715,9.195535714285716,8.795535714285714,9.295535714285714,8.495535714285715,8.095535714285715,6.895535714285714,False,True
518882eb-c514-926f-8d21-40945ddd2441,2016-04-21,,999-12-7918,,,,Dorsey40,Leannon79,,,,white,nonhispanic,M,Boston  Massachusetts  US,554 Smitham Annex,Quincy,Massachusetts,Norfolk County,25021.0,2170,42.25068399351361,-70.97062173734004,8761.43,18766.5,26760,8.0,5,30,5,4,1.0,3.0,4.0,11.992534090909093,10.69253409090909,9.892534090909091,9.492534090909093,10.09253409090909,9.09253409090909,8.79253409090909,7.492534090909091,True,True
857cbecf-89e3-0759-2860-ccb9fedf1adc,2014-09-11,,999-10-4419,,,,Vanesa40,Wiegand701,,,,white,nonhispanic,F,Boston  Massachusetts  US,611 Robel Overpass Suite 51,North Attleborough,Massachusetts,Bristol County,,0,41.959191290299216,-71.30517630101166,6338.58,35792.73,100202,10.0,8,45,6,6,1.0,6.0,4.0,9.946581818181818,9.246581818181818,8.246581818181818,7.746581818181818,8.646581818181819,7.646581818181819,7.546581818181817,6.646581818181818,True,False
e6012a16-d3a8-4cbd-a4a2-f94ae5c48685,2016-05-07,,999-53-5147,,,,Chu728,Corwin846,,,,white,nonhispanic,F,Belmont  Massachusetts  US,559 Greenfelder Manor Apt 45,Holyoke,Massachusetts,Hampden County,25013.0,1040,42.16573345145282,-72.65755279361412,3185.21,28674.85,24016,8.0,7,34,4,5,3.0,2.0,3.0,11.128409090909091,10.32840909090909,9.128409090909091,8.628409090909091,9.92840909090909,8.728409090909091,8.728409090909091,8.228409090909091,False,True
56fd527c-d696-ba1d-6b18-c764fd0dfb50,2018-04-12,,999-54-4883,,,,Ernie189,Larson43,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,314 Daniel Approach,Dartmouth,Massachusetts,Bristol County,,0,41.60970780876005,-70.99712322816336,2415.0,17083.9,11388,6.0,5,33,3,6,,3.0,2.0,9.26,8.76,7.859999999999999,7.46,7.960000000000001,7.16,7.16,6.16,False,False
294e645a-4f69-c5ac-6f5f-62a24369596a,2016-10-16,,999-37-2350,,,,Santo387,Moen819,,,,white,nonhispanic,M,Somerset  Massachusetts  US,233 Rodriguez Crossing Apt 77,Acushnet,Massachusetts,Bristol County,,0,41.70284740373852,-70.89552577489545,15431.51,3977.23,40370,8.0,5,27,2,4,1.0,1.0,1.0,8.431249999999999,7.83125,6.93125,6.53125,7.1312500000000005,6.23125,6.23125,5.33125,False,False
127b98d1-b045-4691-da35-223f4ea70c21,2018-08-30,,999-16-4720,,,,Ciera654,Bednar518,,,,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,894 Murray Wall,Sandwich,Massachusetts,Barnstable County,25001.0,2563,41.69303856458226,-70.50793485359866,15974.18,0.0,138367,6.0,6,24,2,6,1.0,,1.0,8.332142857142857,8.032142857142857,7.132142857142856,6.832142857142857,7.232142857142858,6.532142857142857,6.432142857142857,5.732142857142858,False,False
55d52abe-db96-5dfe-9d8d-b0f910f1f5cb,2014-01-09,,999-89-4952,,,,Olivia294,González124,,,,white,hispanic,F,Wesley  Saint Andrew Parish  DM,279 Beer Gate,New Bedford,Massachusetts,Bristol County,25005.0,2740,41.621711301400005,-70.9866358576846,3108.76,25921.81,5602,10.0,6,40,7,7,3.0,,4.0,9.342797619047618,8.742797619047618,7.842797619047618,7.442797619047619,8.042797619047619,7.142797619047618,7.142797619047618,6.242797619047618,True,False
9b62aa45-df0e-4923-99fc-1b469edb75e3,2012-05-17,,999-54-3997,,,,Teofila990,Russel238,,,,hawaiian,nonhispanic,F,Boston  Massachusetts  US,631 Strosin Harbor,Boston,Massachusetts,Suffolk County,25025.0,2116,42.37271808297548,-71.02913060190308,10680.93,53691.86,130911,12.0,10,44,4,8,2.0,5.0,2.0,11.911481910946195,10.511481910946197,9.711481910946196,9.311481910946195,9.911481910946195,8.911481910946197,8.611481910946196,7.311481910946196,False,True
7b25f00e-667d-96ab-32fe-6e2ab965c846,2015-12-12,,999-68-8798,,,,Donita707,Smitham825,,,,white,nonhispanic,F,Boston  Massachusetts  US,634 Hodkiewicz Bypass,Boston,Massachusetts,Suffolk County,25025.0,2108,42.32454590631564,-71.03232743336798,22808.23,7935.73,931266,8.0,4,33,5,7,2.0,1.0,4.0,11.911481910946195,10.511481910946197,9.711481910946196,9.311481910946195,9.911481910946195,8.911481910946197,8.611481910946196,7.311481910946196,True,True
4721cf90-8c18-1c12-c81c-01d8b7159674,2018-05-07,,999-72-8731,,,,Vanda440,Schaden604,,,,white,nonhispanic,F,Belmont  Massachusetts  US,594 Simonis Trace,Brockton,Massachusetts,Plymouth County,25023.0,2301,42.03394523105119,-71.03524515822944,8703.56,4426.22,111850,6.0,4,24,4,2,1.0,,3.0,10.916051136363636,9.616051136363636,8.816051136363635,8.316051136363635,8.916051136363636,8.116051136363636,7.816051136363636,6.716051136363636,False,False
a97cce19-4c20-053c-46a5-4cc8f767ff33,2014-09-08,,999-94-2147,,,,Lucas404,Bradtke547,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,712 Carter Fort Apt 38,Hawley,Massachusetts,Franklin County,,0,42.60220327383991,-72.93207695382456,2600.0,17109.53,21951,10.0,5,27,5,4,,,4.0,8.3875,8.1875,7.387499999999999,6.9875,7.2875,6.887499999999999,6.887499999999999,7.0875,True,False
76a835df-12da-313b-3d44-452f4e073d2b,2017-01-16,,999-87-8608,,,,Irvin970,Schimmel440,,,,white,nonhispanic,M,Greenfield  Massachusetts  US,457 Bailey Parade Unit 88,Dracut,Massachusetts,Middlesex County,,0,42.69140850740549,-71.29517942293757,20133.91,2086.0,415109,7.0,5,33,3,6,2.0,1.0,2.0,10.490097402597405,9.390097402597403,8.490097402597403,7.990097402597402,8.790097402597404,8.190097402597404,7.890097402597402,7.290097402597403,False,True
